도서관명,시도명,시군구명,열람좌석수,자료수
제남도서관,제주특별자치도,서귀포시,176,111429
한수풀도서관,제주특별자치도,제주시,181,117356
양산시립도서관,경상남도,양산시,1317,133009
웅상도서관,경상남도,양산시,1200,178838
양산영어도서관,경상남도,양산시,318,29245
상북어린이도서관,경상남도,양산시,80,12601
고맙습니다물구나무작은도서관,경상남도,양산시,50,11476
순지작은도서관,경상남도,양산시,60,6561
황전새마을작은도서관,경상남도,양산시,45,9819
양산종합사회복지관 행복한작은도서관,경상남도,양산시,8,8542
백년가약작은도서관,경상남도,양산시,84,11569
반도유보라새마을 작은도서관,경상남도,양산시,42,9312
글마루작은도서관,경상남도,양산시,25,10437
우남작은도서관,경상남도,양산시,46,12355
휴먼빌둥지작은도서관,경상남도,양산시,30,8196
에버빌작은도서관,경상남도,양산시,42,7406
비바패밀리작은도서관,경상남도,양산시,41,13842
양산여성회동무동무씨동무 작은도서관,경상남도,양산시,32,6000
우미마을작은도서관,경상남도,양산시,49,4759
대방작은도서관,경상남도,양산시,92,7314
꿈을찾는아이들작은도서관,경상남도,양산시,49,5117
행복작은도서관,경상남도,양산시,46,5182
동일숲속작은도서관,경상남도,양산시,43,5314
반도4차작은도서관,경상남도,양산시,52,5046
가촌휴먼시아작은도서관,경상남도,양산시,25,1500
바람꽃작은도서관,경상남도,양산시,30,1142
극동작은도서관,경상남도,양산시,26,11273
글고은작은도서관,경상남도,양산시,35,6122
양산타워작은도서관,경상남도,양산시,85,2500
강변마을작은도서관,경상남도,양산시,55,4000
이편한마을작은도서관,경상남도,양산시,50,5021
대동아파트작은도서관,경상남도,양산시,42,10544
e- 편한작은도서관,경상남도,양산시,42,8407
청어람아파트새마을문고,경상남도,양산시,52,14072
책사랑작은도서관,경상남도,양산시,30,2807
동원로얄듀크작은도서관,경상남도,양산시,45,7802
디딤돌작은도서관,경상남도,양산시,60,14069
쌍용하늘 작은도서관,경상남도,양산시,30,9190
경남아너스빌작은도서관,경상남도,양산시,48,9043
신기주공작은도서관,경상남도,양산시,47,11419
꿈터 작은도서관,경상남도,양산시,48,7589
우방아이유쉘작은도서관,경상남도,양산시,44,5174
미라주글사랑작은도서관,경상남도,양산시,24,3897
대석햇살작은도서관,경상남도,양산시,20,5000
옹달샘작은도서관,경상남도,양산시,35,6629
우리동네작은도서관,경상남도,양산시,17,5281
대동이미지작은도서관,경상남도,양산시,46,5440
웅상푸르지오작은도서관,경상남도,양산시,48,9968
한내들작은도서관,경상남도,양산시,43,7345
화성파크드림작은도서관,경상남도,양산시,45,3210
봉우별떨기작은도서관,경상남도,양산시,45,8719
한일양지뜸작은도서관,경상남도,양산시,48,9054
삼성한마음작은도서관,경상남도,양산시,42,6719
코아루 작은도서관,경상남도,양산시,50,10451
동글이작은도서관,경상남도,양산시,44,2388
다숲작은도서관,경상남도,양산시,38,1460
천성리버작은도서관,경상남도,양산시,32,1410
웅상신원아침도시작은도서관,경상남도,양산시,24,3202
소주동작은도서관,경상남도,양산시,42,4599
웅상종합사회복지관꿈마루작은도서관,경상남도,양산시,30,3472
동원비스타마을작은도서관,경상남도,양산시,18,1203
양우센트럴작은도서관,경상남도,양산시,26,1022
아이비북스작은도서관,경상남도,양산시,24,1018
청라호수도서관,인천광역시,서구,783,45517
미추홀도서관,인천광역시,남동구,1259,402539
청라국제도서관,인천광역시,서구,237,36813
영종하늘도서관,인천광역시,중구,408,29907
수봉도서관,인천광역시,미추홀구,451,84473
영종도서관,인천광역시,중구,257,89645
율목도서관,인천광역시,중구,330,59682
성내도서관,서울특별시,강동구,0,73403
해공도서관,서울특별시,강동구,72,92875
강일도서관,서울특별시,강동구,96,89507
암사도서관,서울특별시,강동구,108,86186
천호도서관,서울특별시,강동구,0,34418
대구광역시립중앙도서관,대구광역시,중구,1392,642116
대구광역시립동부도서관,대구광역시,동구,708,304452
대구광역시립서부도서관,대구광역시,서구,1439,300609
대구광역시립남부도서관,대구광역시,남구,618,311511
대구광역시립수성도서관,대구광역시,수성구,745,288610
대구광역시립두류도서관,대구광역시,달서구,727,195961
연봉도서관,강원도,홍천군,232,51949
백령도서관,인천광역시,옹진군,34,46497
대청도서관,인천광역시,옹진군,50,16912
영흥도서관,인천광역시,옹진군,92,30047
연평도서관,인천광역시,옹진군,30,4936
수비면 작은도서관,경상북도,영양군,6,3400
입암면 작은도서관,경상북도,영양군,23,2800
영양공공도서관,경상북도,영양군,367,87243
푸른누리작은도서관,부산광역시,사하구,60,10697
다모아작은도서관,부산광역시,사하구,13,5673
감천횃불작은도서관,부산광역시,사하구,20,12338
다대도서관,부산광역시,사하구,252,115176
회화나무작은도서관,부산광역시,사하구,80,13121
까치마을작은도서관,부산광역시,사하구,24,4711
오작교작은도서관,부산광역시,사하구,77,14305
마하골길벗작은도서관,부산광역시,사하구,65,12301
당리작은도서관,부산광역시,사하구,55,9589
노을나루길작은도서관,부산광역시,사하구,60,22067
동매누리작은도서관,부산광역시,사하구,68,10928
꿈꾸는작은도서관,부산광역시,사하구,20,9633
무지개작은도서관,부산광역시,사하구,48,9788
두송작은도서관,부산광역시,사하구,70,6381
하단꿈길작은도서관,부산광역시,사하구,62,6568
낫개작은도서관,부산광역시,사하구,129,9147
수풀작은도서관,부산광역시,사하구,71,7479
구평예들작은도서관,부산광역시,사하구,64,8816
학나래도서관,인천광역시,미추홀구,96,52234
독정골어린이도서관,인천광역시,미추홀구,38,16329
복사꽃어린이도서관,인천광역시,미추홀구,25,14820
석바위어린이도서관,인천광역시,미추홀구,35,19265
관교어린이도서관,인천광역시,미추홀구,45,23073
숭의어린이도서관,인천광역시,미추홀구,50,17573
쑥골어린이도서관,인천광역시,미추홀구,50,18671
한우리어린이도서관,인천광역시,미추홀구,24,15859
소금꽃어린이도서관,인천광역시,미추홀구,25,21481
장사래어린이도서관,인천광역시,미추홀구,50,16707
이랑도서관,인천광역시,미추홀구,65,19257
제물포도서관,인천광역시,미추홀구,12,13165
용비도서관,인천광역시,미추홀구,120,20000
담양공공도서관,전라남도,담양군,550,93508
강의리새마을문고,전라남도,담양군,20,2000
담빛길작은도서관,전라남도,담양군,12,1000
대덕문고,전라남도,담양군,80,9550
드림작은도서관,전라남도,담양군,8,1100
병풍리파랑새작은도서관,전라남도,담양군,11,2000
호랑이와곶감그림책도서관,전라남도,담양군,30,1010
대구시립중앙도서관,대구광역시,중구,1169,636912
대구광역시립대봉도서관,대구광역시,중구,678,227206
대구광역시립중앙도서관달성분관,대구광역시,중구,56,12000
2.28민주운동 기념회관,대구광역시,중구,189,43469
대구시청작은도서관,대구광역시,중구,54,46137
중구청 교양정보실,대구광역시,중구,8,19889
중구청소년문화의집 작은도서관,대구광역시,중구,8,3813
남산4동작은도서관,대구광역시,중구,12,6504
동인 느티나무 도서관,대구광역시,중구,40,5879
대구 중구 영어도서관,대구광역시,중구,20,20423
대신동 작은도서관,대구광역시,중구,25,5921
삼덕마루,대구광역시,중구,30,3084
중구노인복지관도서관,대구광역시,중구,22,1236
성지문고,대구광역시,중구,70,2184
남산그린 새마을문고,대구광역시,중구,30,2200
남산휴먼시아 1단지 주민문고,대구광역시,중구,6,2860
남산기독교종합사회복지관 작은도서관,대구광역시,중구,40,3600
남산휴먼시아 2단지 마을도서관,대구광역시,중구,35,5000
남산다락골 작은도서관,대구광역시,중구,34,11051
공감 작은도서관,대구광역시,중구,30,2200
고맙습니다 이삭 작은도서관,대구광역시,중구,24,3600
동네작은도서관,대구광역시,중구,20,2623
잔치작은도서관,대구광역시,중구,30,1050
서문시장작은도서관,대구광역시,중구,20,5699
선으로 가는 선 서예 작은도서관,대구광역시,중구,22,1300
길을 찾는 작은도서관,대구광역시,중구,12,1050
재건도서관,대구광역시,중구,15,3000
작은도서관 에듀공감,대구광역시,중구,20,2000
주산도서관,충청남도,보령시,113,37197
죽정도서관,충청남도,보령시,182,36249
대천항작은도서관,충청남도,보령시,20,2780
오천작은도서관,충청남도,보령시,28,6811
중앙도서관,충청남도,보령시,298,58661
문화의전당작은도서관,충청남도,보령시,24,4559
충남도서관,충청남도,홍성,869,95271
대전효문화진흥원 효문화정보실,대전광역시,중구,20,1371
말하는 영어도서관,대전광역시,중구,20,1000
남대전푸른문고,대전광역시,중구,30,6692
목동어린이도서관,대전광역시,중구,24,3300
대전다문화아동센터 도서관,대전광역시,중구,40,10200
복된문고,대전광역시,중구,30,3110
글마루도서관,대전광역시,중구,24,1100
깊은산속 옹달샘,대전광역시,중구,35,1600
푸른솔문고,대전광역시,중구,18,2100
하하호호 어린이도서관,대전광역시,중구,18,2700
짝꿍마을어린이도서관,대전광역시,중구,6,8118
금호새마을문고,대전광역시,중구,15,3500
어린이책 읽새 골목길 작은도서관,대전광역시,중구,30,3800
청춘 책방 ''''''''책 한그릇'''''''',대전광역시,중구,20,2552
중촌마을어린이도서관''''''''짜장'''''''',대전광역시,중구,25,7450
해바라기문고,대전광역시,중구,15,1500
사랑의 문고,대전광역시,중구,25,1580
오류동 삼성아파트도서관,대전광역시,중구,26,8751
센트럴파크2단지문고,대전광역시,중구,16,7983
성락작은도서관,대전광역시,중구,18,14712
꾸러기 도서관,대전광역시,중구,10,1500
한마음문고,대전광역시,중구,25,1800
유천어린이도서관,대전광역시,중구,20,3000
주안문고,대전광역시,중구,12,1912
성민도서관,대전광역시,중구,50,2610
문창비젼문고,대전광역시,중구,10,1200
새마음 작은도서관,대전광역시,중구,28,1582
대전점자도서관,대전광역시,중구,30,10581
열두광주리어린이도서관,대전광역시,중구,25,2500
대전문화 별찌작은도서관,대전광역시,중구,18,2127
늘푸른도서관,대전광역시,중구,30,12000
알짬마을도서관,대전광역시,중구,20,7157
맑은샘도서관(문화2동마을문고),대전광역시,중구,24,6986
문화1동마을문고,대전광역시,중구,15,4963
버드내작은도서관(유천2동마을문고),대전광역시,중구,14,6174
태평1동 마을문고,대전광역시,중구,20,6877
오류동마을문고,대전광역시,중구,20,3617
용두동 마을문고,대전광역시,중구,22,4350
부사동 마을문고,대전광역시,중구,20,5364
돌다리작은도서관(석교동마을문고),대전광역시,중구,15,6708
대흥마을문고,대전광역시,중구,9,2527
중촌동마을문고,대전광역시,중구,6,3462
목동 마을문고,대전광역시,중구,56,4560
은행선화동마을문고,대전광역시,중구,20,4100
한마음작은도서관,대전광역시,중구,90,1625
산성마을문고,대전광역시,중구,30,5858
대전영어도서관,대전광역시,중구,38,1329
문창동마을문고,대전광역시,중구,10,1450
한빛작은도서관,대전광역시,중구,30,6000
중앙도서관,울산광역시,북구,447,125219
매곡도서관,울산광역시,북구,220,27723
기적의도서관,울산광역시,북구,172,56475
농소1동도서관,울산광역시,북구,188,52852
농소3동도서관,울산광역시,북구,256,51838
염포양정도서관,울산광역시,북구,160,54656
명촌어린이도서관,울산광역시,북구,136,25131
홍성군글마루작은도서관,충청남도,홍성군,28,8580
광천공공도서관,충청남도,홍성군,132,91454
형설지공군립도서관,전라북도,무주군,134,43774
영동인터넷고등학교 도서관,충청북도,영동군,24,7011
황간고등학교월류문화센터,충청북도,영동군,20,11672
학마을 글샘터,충청북도,영동군,48,14883
상촌중학교 학습정보실,충청북도,영동군,26,7839
책드림도서관,충청북도,영동군,54,14964
용문중학교 도서관,충청북도,영동군,36,11356
황간중학교 도서관,충청북도,영동군,36,12997
심천중학교 도서관,충청북도,영동군,36,5726
영신중학교 도서관,충청북도,영동군,36,10465
정수중학교 도서관,충청북도,영동군,20,5480
추풍령중학교도서관,충청북도,영동군,30,9187
구룡초등학교 도담도서관,충청북도,영동군,24,11142
매곡초등학교 매화골 도서관,충청북도,영동군,28,3149
부용초등학교 부용햇살글마을,충청북도,영동군,57,15148
상촌초등학교 도서관,충청북도,영동군,18,6487
양강초등학교도서실,충청북도,영동군,30,10321
양산초등학교 비봉글샘터,충청북도,영동군,28,7443
영동초등학교 도서관,충청북도,영동군,40,14623
용화초등학교,충청북도,영동군,28,11098
이수초등학교도서관,충청북도,영동군,65,17365
초강초등학교 도서관,충청북도,영동군,20,9658
추풍령초등학교학교도서관,충청북도,영동군,50,12039
학산초등학교 도서관,충청북도,영동군,20,10712
황간초등학교 월류글터도서실,충청북도,영동군,16,12597
주곡작은도서관,충청북도,영동군,10,1400
참배움의 집,충청북도,영동군,15,1890
꿈이있는문고,충청북도,영동군,24,2500
황간면청소년공부방,충청북도,영동군,72,1600
구세군양강도서관,충청북도,영동군,30,2300
묵정마을문고,충청북도,영동군,20,2500
학산면청소년공부방,충청북도,영동군,24,3460
꿈이자라는문고,충청북도,영동군,8,4000
심천구세군,충청북도,영동군,30,1600
궁촌작은도서관,충청북도,영동군,8,1450
갈마루작은도서관,충청북도,영동군,30,4500
리즈영어작은도서관,충청북도,영동군,12,1500
어깨동무작은도서관,충청북도,영동군,32,21217
레인보우영동도서관,충청북도,영동군,200,42387
영동도서관,충청북도,영동군,423,74342
유원대학교 도서관,충청북도,영동군,422,182438
영동고등학교 도서관,충청북도,영동군,60,14832
영동산업과학고등학교 도서관,충청북도,영동군,58,9070
세곡도서관,서울특별시,강남구,26,29098
대치1작은도서관,서울특별시,강남구,24,21278
역삼2동작은도서관,서울특별시,강남구,18,10477
신사동작은도서관,서울특별시,강남구,6,6499
압구정동작은도서관,서울특별시,강남구,9,8939
도곡2동 작은도서관,서울특별시,강남구,25,7279
개포4동작은도서관,서울특별시,강남구,8,9629
일원본동 작은도서관,서울특별시,강남구,6,9536
수서동 작은도서관,서울특별시,강남구,12,6423
일원1동 작은도서관,서울특별시,강남구,12,2085
도곡정보문화도서관,서울특별시,강남구,600,83254
논현도서관,서울특별시,강남구,190,48093
정다운도서관,서울특별시,강남구,84,47302
청담도서관,서울특별시,강남구,114,28599
대치도서관,서울특별시,강남구,144,52522
즐거운도서관,서울특별시,강남구,94,33487
행복한도서관,서울특별시,강남구,142,44334
역삼푸른솔도서관,서울특별시,강남구,193,36830
역삼도서관,서울특별시,강남구,83,34848
논현정보도서관,서울특별시,강남구,22,18860
열린도서관,서울특별시,강남구,30,29751
삼성도서관,서울특별시,강남구,64,21532
못골도서관,서울특별시,강남구,196,26862
못골한옥어린이도서관,서울특별시,강남구,68,12221
검암도서관,인천광역시,서구,402,27912
석남도서관,인천광역시,서구,236,64126
검단도서관,인천광역시,서구,369,93873
심곡도서관,인천광역시,서구,189,71273
신석도서관,인천광역시,서구,83,66324
서구도서관,인천광역시,서구,856,10857
청라호수도서관,인천광역시,서구,337,25252
청라국제도서관,인천광역시,서구,142,13816
민들레작은도서관,인천광역시,서구,30,2876
미추홀 작은도서관,인천광역시,서구,15,3500
사랑의 작은도서관 북카페,인천광역시,서구,6,11029
새일꾼 작은도서관,인천광역시,서구,6,1520
서인천월드메르디앙 문고,인천광역시,서구,12,4017
솔지마을 문고,인천광역시,서구,30,8235
수정 작은도서관,인천광역시,서구,12,5745
어질내 문고,인천광역시,서구,20,2215
엑슬루타워 북카페,인천광역시,서구,50,5273
연희주민 문고,인천광역시,서구,20,4300
원당 작은 영어도서관,인천광역시,서구,35,8000
자작나무도서관,인천광역시,서구,20,2092
정다운 도서관,인천광역시,서구,20,5131
조은생각 BOOK CAFE,인천광역시,서구,12,2800
책노리 도서관,인천광역시,서구,17,2500
청라 책나누미 CAFE,인천광역시,서구,30,11614
청소년인문학도서관 느루,인천광역시,서구,40,4904
푸른 도서관,인천광역시,서구,100,2800
푸른샘 어린이도서관,인천광역시,서구,16,12379
푸른숲 작은도서관,인천광역시,서구,20,8988
풀뿌리 미디어 도서관,인천광역시,서구,20,5120
하늘샘 작은도서관,인천광역시,서구,50,3100
한국민들레도서관,인천광역시,서구,60,30000
행복한나라 문고,인천광역시,서구,15,3100
회화나무 도서관,인천광역시,서구,20,11251
힐데스 작은도서관,인천광역시,서구,31,1337
가재울 작은도서관,인천광역시,서구,40,8644
가정골 북카페,인천광역시,서구,30,5504
가정동 작은도서관,인천광역시,서구,24,5000
거북골 작은도서관,인천광역시,서구,6,13705
건지골 마을문고,인천광역시,서구,28,10448
검4랑 꿈도서관,인천광역시,서구,80,9816
검단3동 작은도서관,인천광역시,서구,50,11873
금곡하나아파트 문고,인천광역시,서구,12,4991
꿈꾸는 나무 도서관,인천광역시,서구,30,3300
꿈꾸는 작은도서관,인천광역시,서구,8,4797
꿈나무 작은도서관,인천광역시,서구,25,11761
꿈드림 작은도서관,인천광역시,서구,30,1600
꿈마을 작은도서관,인천광역시,서구,15,1900
꿈빛도서관,인천광역시,서구,20,17000
꿈사랑 작은도서관,인천광역시,서구,40,9228
느티나무 도서관,인천광역시,서구,24,6525
드림파크 어울림 1단지 문고,인천광역시,서구,15,4000
드림하이 작은도서관,인천광역시,서구,26,3441
물푸레 작은도서관,인천광역시,서구,18,18116
청초랑 북카페,인천광역시,서구,50,3650
푸른길 작은도서관,인천광역시,서구,119,2500
5B2F(빠삐뚜엡) 작은도서관,인천광역시,서구,34,2334
행복한 작은도서관,인천광역시,서구,28,1406
다복한작은도서관,인천광역시,서구,10,1250
블루힐도서관,인천광역시,서구,30,1043
베르힐도서관,인천광역시,서구,28,1428
풀잎 작은도서관,부산광역시,영도구,42,9547
한울마당 작은도서관,부산광역시,영도구,30,7899
남항 작은도서관,부산광역시,영도구,32,10816
어울림마당 작은도서관,부산광역시,영도구,24,5457
해돋이 작은도서관,부산광역시,영도구,20,2215
영선나릿 작은도서관,부산광역시,영도구,20,6384
담쟁이 작은도서관,부산광역시,영도구,20,4685
찬새미 작은도서관,부산광역시,영도구,12,4533
영도구청 도서자료관,부산광역시,영도구,20,10208
동일 작은도서관,부산광역시,영도구,50,8000
꿈나무 작은도서관,부산광역시,영도구,60,1500
홀리조이 작은도서관,부산광역시,영도구,8,3000
은혜 작은도서관,부산광역시,영도구,50,3000
절영 작은도서관,부산광역시,영도구,30,1130
다문화 작은도서관 모두,부산광역시,영도구,26,6000
리빙스턴 작은도서관,부산광역시,영도구,18,1255
영도도서관,부산광역시,영도구,530,167827
영도어린이영어도서관,부산광역시,영도구,61,34211
청도어린이도서관,경상북도,청도군,100,42750
청도작은도서관,경상북도,청도군,37,9984
중앙도서관,경기도,시흥시,730,173872
능곡도서관,경기도,시흥시,325,88287
대야도서관,경기도,시흥시,422,182500
군자도서관,경기도,시흥시,195,68256
대야어린이도서관,경기도,시흥시,390,105859
정왕어린이도서관,경기도,시흥시,80,53965
신천도서관,경기도,시흥시,45,42793
매화도서관,경기도,시흥시,75,40238
월곶도서관,경기도,시흥시,129,31118
장곡도서관,경기도,시흥시,125,27750
민들레작은도서관,경기도,시흥시,36,11725
꿈나무작은도서관,경기도,시흥시,43,17521
우리동네작은도서관,경기도,시흥시,41,10106
감나무골작은도서관,경기도,시흥시,36,12461
학미숲작은도서관,경기도,시흥시,40,12012
은행골작은도서관,경기도,시흥시,20,7933
오이도작은도서관,경기도,시흥시,55,8492
함현공원작은도서관,경기도,시흥시,15,8709
늠내골실버작은도서관,경기도,시흥시,36,6315
옥구공원숲속도서관,경기도,시흥시,24,3155
검바위초작은도서관,경기도,시흥시,40,2423
삼립식품작은도서관,경기도,시흥시,36,3442
평안골작은도서관,경기도,시흥시,36,4982
꿈빛작은도서관,경기도,시흥시,27,3265
새재골작은도서관,경기도,시흥시,32,2712
솔숲작은도서관,경기도,시흥시,15,1823
진안도서관,경기도,화성시,408,63996
비봉작은도서관,경기도,화성시,31,9280
병점도서관,경기도,화성시,357,145447
봉담도서관,경기도,화성시,766,105904
삼괴도서관,경기도,화성시,192,103679
남양도서관,경기도,화성시,756,149194
송산도서관,경기도,화성시,622,69627
태안도서관,경기도,화성시,342,110935
정남도서관,경기도,화성시,103,37374
동탄중앙이음터도서관,경기도,화성시,480,82932
두빛나래어린이도서관,경기도,화성시,62,74917
둥지나래어린이도서관,경기도,화성시,82,73354
기아행복마루 작은도서관,경기도,화성시,30,13407
샘내작은도서관,경기도,화성시,26,16757
동탄복합문화센터도서관,경기도,화성시,936,173597
남산타운문화체육센터어린이도서관,서울특별시,중구,65,23140
중구구립신당도서관,서울특별시,중구,130,53639
중구구립도서관,서울특별시,중구,94,50032
손기정정보도서관,서울특별시,중구,25,24595
신장도서관,경기도,하남시,416,188320
덕풍도서관,경기도,하남시,170,16785
나룰도서관,경기도,하남시,575,165639
울주옹기종기도서관,울산광역시,울주군,168,106435
울주선바위도서관,울산광역시,울주군,418,118915
울주도서관,울산광역시,울주군,532,223382
한누리작은도서관,울산광역시,울주군,10,4210
동백작은도서관,울산광역시,울주군,16,13339
대덕도서관,울산광역시,울주군,63,20071
읍성작은도서관,울산광역시,울주군,26,4084
느티나무작은도서관,울산광역시,울주군,16,4092
작천정작은도서관,울산광역시,울주군,28,3349
가지산작은도서관,울산광역시,울주군,10,6976
웅촌작은도서관,울산광역시,울주군,6,6517
늘푸름작은도서관,울산광역시,울주군,16,7203
해오름작은도서관,울산광역시,울주군,15,8192
범서작은도서관,울산광역시,울주군,12,4288
온양작은도서관,울산광역시,울주군,38,3187
책마을작은도서관,울산광역시,울주군,30,5776
신가도서관,광주광역시,광산구,500,54220
운남어린이도서관,광주광역시,광산구,203,35395
이야기꽃도서관,광주광역시,광산구,500,19823
장덕도서관,광주광역시,광산구,581,38787
송정도서관,광주광역시,광산구,604,203952
첨단도서관,광주광역시,광산구,200,44236
사직도서관,광주광역시,남구,656,216298
금호평생교육관,광주광역시,남구,949,187938
문화정보도서관,광주광역시,남구,350,87873
푸른길도서관,광주광역시,남구,150,32260
산수도서관,광주광역시,동구,565,164412
계림꿈나무도서관,광주광역시,동구,108,22312
중앙도서관,광주광역시,동구,790,239985
무등도서관,광주광역시,북구,1004,335460
중앙도서관 석봉분관,광주광역시,북구,424,17583
운암도서관,광주광역시,북구,275,53330
일곡도서관,광주광역시,북구,468,135935
학생교육문화회관,광주광역시,서구,696,182804
학생독립운동기념회관,광주광역시,서구,351,196654
상록도서관,광주광역시,서구,238,33969
서구공공도서관,광주광역시,서구,440,54200
어린이생태학습도서관,광주광역시,서구,150,35842
춘천시립도서관,강원도,춘천시,690,215303
시립청소년도서관,강원도,춘천시,653,31082
동내도서관,강원도,춘천시,97,59525
신사우도서관,강원도,춘천시,186,68493
소양도서관,강원도,춘천시,38,36757
남산도서관,강원도,춘천시,76,46794
서면도서관,강원도,춘천시,92,30592
평창군립대화도서관,강원도,평창군,90,43931
평창군립봉평도서관,강원도,평창군,75,22667
평창군립진부도서관,강원도,평창군,95,51904
평창군립대관령도서관,강원도,평창군,79,4203
꿈여울도서관,강원도,평창군,25,3817
HAPPY700 용평도서관,강원도,평창군,40,4837
방림계촌도서관,강원도,평창군,50,3694
장성공공도서관,전라남도,장성군,1000,102753
송파글마루도서관,서울특별시,송파구,414,66700
송파어린이도서관,서울특별시,송파구,60,84582
거마도서관,서울특별시,송파구,244,43658
소나무언덕1호,서울특별시,송파구,38,18317
소나무언덕2호,서울특별시,송파구,72,22084
소나무언덕3호,서울특별시,송파구,84,24512
소나무언덕4호,서울특별시,송파구,45,16988
소나무언덕 잠실본동,서울특별시,송파구,63,22534
송파어린이영어,서울특별시,송파구,60,18508
돌마리도서관,서울특별시,송파구,55,16360
송파위례도서관,서울특별시,송파구,140,15645
익산모현도서관,전라북도,익산시,1087,127693
익산마동도서관,전라북도,익산시,968,196216
익산영등도서관,전라북도,익산시,838,140516
익산부송도서관,전라북도,익산시,718,69577
익산황등도서관,전라북도,익산시,100,8760
새마을문고정촌지회(정촌글샘),경상남도,진주시,8,8400
가호동 새마을 작은도서관,경상남도,진주시,10,8300
금산 아이파크 새마을 작은도서관,경상남도,진주시,36,15118
꿈꾸는 도서관,경상남도,진주시,15,5021
동일스위트 혜윰 작은도서관,경상남도,진주시,30,5000
망경한보 도담 작은도서관,경상남도,진주시,30,1500
상대동 새마을 열린도서관,경상남도,진주시,20,6673
상대1동 새마을문고(현대분소),경상남도,진주시,0,0
상봉동 봉원 새마을작은도서관,경상남도,진주시,6,2500
상봉동 새마을 작은도서관,경상남도,진주시,25,4750
상평동 새마을 작은도서관,경상남도,진주시,24,4589
신안1차주공아파트새마을문고,경상남도,진주시,13,2000
이현 High Class 웰가 새마을문고,경상남도,진주시,64,7034
집현현대 작은도서관,경상남도,진주시,36,8780
푸르미 작은도서관,경상남도,진주시,85,10557
평거동 새마을작은도서관,경상남도,진주시,20,8800
하대1동 새마을작은도서관,경상남도,진주시,16,3208
글샘누리 작은도서관,경상남도,진주시,24,7374
초록에뜰 작은도서관,경상남도,진주시,25,3800
동산 새마을작은도서관,경상남도,진주시,12,2650
하곡인문도서관,경상남도,진주시,30,5000
혁신도시LH8단지 도서관,경상남도,진주시,32,1000
책읽는 푸른마을도서관,경상남도,진주시,40,6948
가좌3 주공 작은 도서관,경상남도,진주시,30,7100
금빛마을 작은 도서관,경상남도,진주시,50,18553
위브 글마루 도서관,경상남도,진주시,74,7030
꿈이있는 도서관,경상남도,진주시,10,2000
꿈아루 도서관,경상남도,진주시,0,0
주약현대아파트 마을도서관 다락,경상남도,진주시,40,5435
진주여성회 달팽이어린이 도서관,경상남도,진주시,100,13169
참좋은 작은도서관,경상남도,진주시,10,3072
하늘소 작은도서관,경상남도,진주시,0,0
행복소리 작은도서관,경상남도,진주시,25,1250
